 A 81.47
 B 8.76
 C 30.63
 D 41.25
 E 175.64
 F 9.59
 G 10.51
 H 7.21
 I 75.59
 J 5.98
 K .41
 L 57.83
 M 29.90
 N 73.22
 O 52.89
 P 29.80
 Q 13.61
 R 62.91
 S 80.13
 T 73.53
 U 59.91
 V 15.57
 W .20
 X 3.50
 Y 1.16
 Z .72
