 A 125.29
 B 14.2
 C 46.79
 D 58.56
 E 136.76
 F 6.94
 G 10.06
 H 7.04
 I 62.49
 J 4.43
 K .04
 L 49.71
 M 31.5
 N 67.12
 O 86.84
 P 25.05
 Q 8.75
 R 68.73
 S 79.8
 T 46.29
 U 39.34
 V 8.95
 W .23
 X 2.21
 Y 8.95
 Z 5.23
